0,1
649.223,0.00423238
649.393,0.00441355
649.563,0.00459897
649.733,0.00478934
649.903,0.00498536
650.073,0.00518771
650.243,0.00539664
650.413,0.00561192
650.583,0.00583325
650.753,0.00606034
650.923,0.00629292
651.092,0.00652932
651.262,0.00677241
651.432,0.00702125
651.602,0.00727628
651.771,0.00753637
651.941,0.00780503
652.111,0.0080811
652.28,0.00836216
652.45,0.00865009
652.619,0.00894007
652.789,0.00923408
652.958,0.00952719
653.127,0.00981998
653.297,0.0101154
653.466,0.0104124
653.635,0.0107151
653.805,0.0110279
653.974,0.0113494
654.143,0.0116835
654.312,0.0120289
654.482,0.0123853
654.651,0.0127459
654.82,0.0131104
654.989,0.0134762
655.158,0.0138415
655.327,0.0142071
655.496,0.0145748
655.665,0.0149462
655.833,0.0153207
656.002,0.0157046
656.171,0.0160967
656.34,0.0164963
656.509,0.0169017
656.677,0.0173092
656.846,0.0177222
657.015,0.0181368
657.183,0.0185498
657.352,0.0189668
657.52,0.0193839
657.689,0.0198073
657.857,0.020233
658.026,0.0206672
658.194,0.0211056
658.363,0.0215533
658.531,0.0220049
658.699,0.0224631
658.867,0.0229277
659.036,0.0234014
659.204,0.0238784
659.372,0.0243608
659.54,0.0248479
659.708,0.025339
659.876,0.0258334
660.044,0.0263304
660.212,0.0268296
660.38,0.0273309
660.548,0.0278344
660.716,0.0283401
660.884,0.028848
661.052,0.0293581
661.22,0.0298707
661.388,0.0303864
661.555,0.0309026
661.723,0.031426
661.891,0.0319544
662.058,0.0324849
662.226,0.0330246
662.393,0.0335673
662.561,0.0341202
662.728,0.0346769
662.896,0.0352446
663.063,0.0358168
663.231,0.0363999
663.398,0.0369846
663.566,0.0375758
663.733,0.038164
663.9,0.0387505
664.067,0.0393332
664.235,0.0399154
664.402,0.0404932
664.569,0.041073
664.736,0.0416578
664.903,0.0422507
665.07,0.0428547
665.237,0.0434707
665.404,0.0440976
665.571,0.0447337
665.738,0.0453776
665.905,0.0460279
666.072,0.0466829
666.238,0.0473382
666.405,0.0480015
666.572,0.048669
666.739,0.0493409
666.905,0.0500132
667.072,0.0506942
667.239,0.0513802
667.405,0.0520682
667.572,0.0527676
667.738,0.0534709
667.905,0.0541877
668.071,0.0549104
668.237,0.0556432
668.404,0.0563892
668.57,0.0571379
668.736,0.0578923
668.903,0.0586554
669.069,0.0594167
669.235,0.0601809
669.401,0.0609499
669.567,0.0617261
669.734,0.0625164
669.9,0.0633134
670.066,0.0641241
670.232,0.0649489
670.398,0.0657863
670.564,0.0666344
670.729,0.0674863
670.895,0.0683505
671.061,0.0692201
671.227,0.070095
671.393,0.0709772
671.559,0.0718688
671.724,0.0727666
671.89,0.0736836
672.056,0.0746167
672.221,0.0755607
672.387,0.0765259
672.552,0.0774992
672.718,0.0784908
672.883,0.0794875
673.049,0.0804997
673.214,0.0815147
673.379,0.0825395
673.545,0.0835812
673.71,0.0846283
673.875,0.0856881
674.041,0.0867681
674.206,0.0878542
674.371,0.0889483
674.536,0.0900451
674.701,0.0911395
674.866,0.0922264
675.031,0.0933006
675.196,0.0943616
675.361,0.0954194
675.526,0.0964856
675.691,0.0975718
675.856,0.0986896
676.021,0.0998506
676.186,0.101065
676.35,0.102329
676.515,0.103665
676.68,0.105068
676.844,0.106534
677.009,0.108087
677.174,0.109719
677.338,0.111416
677.503,0.113192
677.667,0.11502
677.832,0.116916
677.996,0.118852
678.161,0.120843
678.325,0.122852
678.489,0.124875
678.654,0.126909
678.818,0.128914
678.982,0.130886
679.146,0.132814
679.311,0.134712
679.475,0.136566
679.639,0.138399
679.803,0.140218
679.967,0.142034
680.131,0.143855
680.295,0.145681
680.459,0.147508
680.623,0.149333
680.787,0.151152
680.95,0.152951
681.114,0.154748
681.278,0.156534
681.442,0.158315
681.605,0.160085
681.769,0.161869
681.933,0.163663
682.096,0.16546
682.26,0.167278
682.423,0.169083
682.587,0.170887
682.75,0.172656
682.914,0.174402
683.077,0.176092
683.241,0.177747
683.404,0.179355
683.567,0.180938
683.73,0.182507
683.894,0.18408
684.057,0.18565
684.22,0.187229
684.383,0.188806
684.546,0.190374
684.709,0.19192
684.872,0.193437
685.035,0.194913
685.198,0.196343
685.361,0.197729
685.524,0.199074
685.687,0.200382
685.85,0.201655
686.013,0.202898
686.175,0.204104
686.338,0.205283
686.501,0.206423
686.664,0.207516
686.826,0.208552
686.989,0.209536
687.151,0.210452
687.314,0.211312
687.476,0.212107
687.639,0.21285
687.801,0.213533
687.964,0.214167
688.126,0.214746
688.288,0.215278
688.451,0.215766
688.613,0.216207
688.775,0.216608
688.937,0.216969
689.1,0.217296
689.262,0.217585
689.424,0.217836
689.586,0.218048
689.748,0.218219
689.91,0.218347
690.072,0.218432
690.234,0.218473
690.396,0.218471
690.558,0.218427
690.719,0.218342
690.881,0.218217
691.043,0.218053
691.205,0.217852
691.366,0.217624
691.528,0.217374
691.69,0.217111
691.851,0.216845
692.013,0.216579
692.174,0.216325
692.336,0.216085
692.497,0.215869
692.659,0.21568
692.82,0.215525
692.982,0.21541
693.143,0.21534
693.304,0.215313
693.466,0.215325
693.627,0.215373
693.788,0.215453
693.949,0.215561
694.11,0.215693
694.271,0.215845
694.432,0.216015
694.593,0.216199
694.754,0.216392
694.915,0.216593
695.076,0.216796
695.237,0.217001
695.398,0.217208
695.559,0.217416
695.72,0.217627
695.881,0.21784
696.041,0.218055
696.202,0.218277
696.363,0.218511
696.523,0.218763
696.684,0.219043
696.844,0.219356
697.005,0.219712
697.165,0.220111
697.326,0.220554
697.486,0.221029
697.647,0.221533
697.807,0.222054
697.967,0.222589
698.128,0.223133
698.288,0.22368
698.448,0.224233
698.608,0.224792
698.769,0.225364
698.929,0.225941
699.089,0.226528
699.249,0.227124
699.409,0.227728
699.569,0.228338
699.729,0.228952
